nb,Parasite,Host,site,PSR,Type,,,,,,
3510,Oesophagostomum sp.,Chlorocebus aethiops,Sodore,0,Helminth,0,0,0,1,0,0
3511,Oesophagostomum sp.,Chlorocebus aethiops,Wondo Genet,0.125,Helminth,0,0,0,1,0,0
3617,Oesophagostomum sp.,Chlorocebus aethiops,Lake Saka,0,Helminth,0,0,0,1,0,0
8080,Oesophagostomum sp.,Chlorocebus aethiops,Loskop,0.843,Helminth,0,0,0,1,0,0
9641,Oesophagostomum sp.,Chlorocebus aethiops,Lake Nabugabo,0.08,Helminth,0,0,0,1,0,0
2487,Deltaretrovirus Primate T-lymphotropic virus 1,Chlorocebus aethiops,ETHIOPIA,0.28,Virus,1,1,1,0,0,0
5412,Deltaretrovirus Primate T-lymphotropic virus 1,Chlorocebus aethiops,ETHIOPIA,0.28,Virus,1,1,1,0,0,0
5448,Deltaretrovirus Primate T-lymphotropic virus 1,Chlorocebus aethiops,ETHIOPIA,0.26,Virus,1,1,1,0,0,0
5493,Deltaretrovirus Primate T-lymphotropic virus 1,Chlorocebus aethiops,ETHIOPIA,0.2,Virus,1,1,1,0,0,0
5555,Deltaretrovirus Primate T-lymphotropic virus 1,Chlorocebus aethiops,ETHIOPIA,0.19,Virus,1,1,1,0,0,0
2202,Entopolypoides macaci,Chlorocebus aethiops,TANZANIA,,Protozoa,0,0,0,0,1,0
3645,Physaloptera caucasica,Chlorocebus aethiops,Lake Saka,0,Helminth,0,0,0,0,0,1
3502,Strongyloides sp.,Chlorocebus aethiops,Sodore,0,Helminth,0,0,0,1,0,0
3503,Strongyloides sp.,Chlorocebus aethiops,Wondo Genet,0,Helminth,0,0,0,1,0,0
3613,Strongyloides sp.,Chlorocebus aethiops,Lake Saka,0,Helminth,0,0,0,1,0,0
8085,Strongyloides sp.,Chlorocebus aethiops,Loskop,0.237,Helminth,0,0,0,1,0,0
9642,Strongyloides sp.,Chlorocebus aethiops,Lake Nabugabo,0.29,Helminth,0,0,0,1,0,0
379,Deltaretrovirus Primate T-lymphotropic virus 1,Chlorocebus aethiops,SENEGAL,,Virus,1,1,1,0,0,0
380,Deltaretrovirus Primate T-lymphotropic virus 1,Chlorocebus aethiops,UGANDA,,Virus,1,1,1,0,0,0
778,Deltaretrovirus Primate T-lymphotropic virus 1,Chlorocebus aethiops,ETHIOPIA,0.2,Virus,1,1,1,0,0,0
2664,Deltaretrovirus Primate T-lymphotropic virus 1,Chlorocebus aethiops,ETHIOPIA,,Virus,1,1,1,0,0,0
1885,Schistosoma mansoni,Chlorocebus aethiops,Lake Naivasha,0.2,Helminth,0,0,0,0,0,1
1965,Schistosoma mansoni,Chlorocebus aethiops,Omo,0.5,Helminth,0,0,0,0,0,1
2055,Schistosoma mansoni,Chlorocebus aethiops,ETHIOPIA,,Helminth,0,0,0,0,0,1
3514,Schistosoma mansoni,Chlorocebus aethiops,Sodore,0,Helminth,0,0,0,0,0,1
3515,Schistosoma mansoni,Chlorocebus aethiops,Wondo Genet,0,Helminth,0,0,0,0,0,1
3530,Cyclospora sp.,Chlorocebus aethiops,Sodore,0.16,Protozoa,0,0,0,0,0,0
3531,Cyclospora sp.,Chlorocebus aethiops,Wondo Genet,0.313,Protozoa,0,0,0,0,0,0
2995,Mesocestoides sp.,Chlorocebus aethiops,KENYA,0,Helminth,0,0,0,0,0,1
3657,Bertiella sp.,Chlorocebus aethiops,Lake Saka,0,Helminth,0,0,0,0,0,1
2204,Trypanosoma brucei,Chlorocebus aethiops,GUINEA BISSAU,,Protozoa,0,0,0,0,1,0
3498,Trichuris sp.,Chlorocebus aethiops,Sodore,0.32,Helminth,0,0,0,1,0,0
3499,Trichuris sp.,Chlorocebus aethiops,Wondo Genet,0.438,Helminth,0,0,0,1,0,0
3629,Trichuris sp.,Chlorocebus aethiops,Lake Saka,0.58,Helminth,0,0,0,1,0,0
8079,Trichuris sp.,Chlorocebus aethiops,Loskop,0.921,Helminth,0,0,0,1,0,0
9644,Trichuris sp.,Chlorocebus aethiops,Lake Nabugabo,0.13,Helminth,0,0,0,1,0,0
3637,Streptopharagus sp.,Chlorocebus aethiops,Lake Saka,0.17,Helminth,0,0,0,0,0,1
3653,Enterobius sp.,Chlorocebus aethiops,Lake Saka,0,Helminth,1,0,0,1,0,0
3076,Deltaretrovirus Primate T-lymphotropic virus 1,Chlorocebus aethiops,CENTRAL AFRICAN REPUBLIC,0.15,Virus,1,1,1,0,0,0
3088,Deltaretrovirus Primate T-lymphotropic virus 1,Chlorocebus aethiops,CENTRAL AFRICAN REPUBLIC,,Virus,1,1,1,0,0,0
3641,Physaloptera sp.,Chlorocebus aethiops,Lake Saka,0,Helminth,0,0,0,0,0,1
9640,Hyostrongylus sp.,Chlorocebus aethiops,Lake Nabugabo,0.04,Helminth,0,0,0,1,0,0
163,Shigella sp.,Chlorocebus aethiops,KENYA,0,Bacteria,1,0,0,0,1,0
1759,Shigella sp.,Chlorocebus aethiops,Tanzania,0,Bacteria,1,0,0,0,1,0
3487,Ternidens deminutus,Chlorocebus aethiops,ZIMBABWE,0.6,Helminth,0,0,0,0,0,0
9643,Toxocara sp.,Chlorocebus aethiops,Lake Nabugabo,0.17,Helminth,0,0,1,1,0,0
126,Salmonella sp.,Chlorocebus aethiops,KENYA,0,Bacteria,1,0,0,1,0,0
1758,Salmonella sp.,Chlorocebus aethiops,Tanzania,0,Bacteria,1,0,0,1,0,0
7930,Deltaretrovirus sp.,Chlorocebus aethiops,Kedougou,0.408,Virus,1,1,1,0,0,0
7931,Deltaretrovirus sp.,Chlorocebus aethiops,SENEGAL,0.369,Virus,1,1,1,0,0,0
7932,Deltaretrovirus sp.,Chlorocebus aethiops,SENEGAL,0.338,Virus,1,1,1,0,0,0
7933,Deltaretrovirus sp.,Chlorocebus aethiops,SENEGAL,0.478,Virus,1,1,1,0,0,0
7934,Deltaretrovirus sp.,Chlorocebus aethiops,SENEGAL,0.215,Virus,1,1,1,0,0,0
8099,Deltaretrovirus sp.,Chlorocebus aethiops,Sine-Saloum,0.373,Virus,1,1,1,0,0,0
8100,Deltaretrovirus sp.,Chlorocebus aethiops,Sine-Saloum,0.372,Virus,1,1,1,0,0,0
10723,Deltaretrovirus sp.,Chlorocebus aethiops,ETHIOPIA,0.232,Virus,1,1,1,0,0,0
9764,Metastrongylus sp.,Chlorocebus aethiops,Lake Nabugabo,0.17,Helminth,0,0,0,0,0,1
9766,Hyostrongylus sp.,Chlorocebus aethiops,Lake Nabugabo,,Helminth,0,0,0,1,0,0
2653,Spumavirus Simian foamy virus,Chlorocebus pygerythrus,Kruger,0.35,Virus,1,1,1,0,0,0
3224,Polyomavirus Simian agent virus 12,Chlorocebus pygerythrus,SOUTH AFRICA,0.12,Virus,1,0,0,0,0,0
2641,Chlamydia sp.,Chlorocebus pygerythrus,Kruger,,Bacteria,0,0,0,0,0,0
2654,Alphavirus Chikungunya virus,Chlorocebus pygerythrus,Kruger,,Virus,0,0,0,0,1,0
3237,Deltaretrovirus Primate T-lymphotropic virus 1,Chlorocebus pygerythrus,Kibwezi,,Virus,1,1,1,0,0,0
7666,Entamoeba coli,Chlorocebus pygerythrus,Mahale,0.82,Protozoa,1,0,0,1,0,0
1293,Enterobius bipapillatus,Chlorocebus pygerythrus,Tanzania,,Helminth,1,0,0,1,0,0
2642,Leptospira sp.,Chlorocebus pygerythrus,Kruger,,Bacteria,0,0,0,0,0,0
1297,Streptopharagus pigmentatus,Chlorocebus pygerythrus,Transvaal,,Helminth,0,0,0,0,0,1
444,Encephalitozoon sp.,Chlorocebus pygerythrus,Kruger,0,Fungus,0,0,1,1,0,0
1970,Borrelia harveyi,Chlorocebus pygerythrus,Mau Norak,,Bacteria,0,0,0,0,1,0
8202,Lentivirus Simian immunodeficiency virus,Chlorocebus pygerythrus,Free State,0.675,Virus,1,1,1,0,0,0
8206,Lentivirus Simian immunodeficiency virus,Chlorocebus pygerythrus,Eastern Cape,1,Virus,1,1,1,0,0,0
1298,Strongyloides sp.,Chlorocebus pygerythrus,Tanzania,,Helminth,0,0,0,1,0,0
1051,Cardiovirus Cardiovirus A,Chlorocebus pygerythrus,Sese Islands,0.167,Virus,1,0,0,1,0,0
2651,Schistosoma sp.,Chlorocebus pygerythrus,Kruger,,Helminth,0,0,0,0,0,1
1035,Alphavirus Semliki forest virus,Chlorocebus pygerythrus,Semliki,0,Virus,0,0,0,0,1,0
960,Schistosoma haematobium,Chlorocebus pygerythrus,AFRICA,0.02,Helminth,0,0,0,0,0,1
1750,Deltaretrovirus Primate T-lymphotropic virus 1,Chlorocebus pygerythrus,Transvaal,0.24,Virus,1,1,1,0,0,0
8169,Flavivirus Yellow Fever,Chlorocebus pygerythrus,Bwamba,0,Virus,0,0,0,0,1,0
8292,Flavivirus Yellow Fever,Chlorocebus pygerythrus,Bwamba,0,Virus,0,0,0,0,1,0
7654,Balantidium coli,Chlorocebus pygerythrus,Mahale,0,Protozoa,1,0,0,1,0,0
687,Lentivirus Simian immunodeficiency virus,Chlorocebus pygerythrus,Eastern Cape,,Virus,1,1,1,0,0,0
3235,Lentivirus Simian immunodeficiency virus,Chlorocebus pygerythrus,Free State,,Virus,1,1,1,0,0,0
7662,Strongyloides sp.,Chlorocebus pygerythrus,Mahale,0.6,Helminth,0,0,0,1,0,0
426,Hepatocystis cercopitheci,Chlorocebus pygerythrus,UGANDA,,Protozoa,0,0,0,0,1,0
7665,Entamoeba sp.,Chlorocebus pygerythrus,Mahale,0.89,Protozoa,0,0,0,0,0,0
959,Schistosoma mansoni,Chlorocebus pygerythrus,AFRICA,0,Helminth,0,0,0,0,0,1
1299,Loa loa,Chlorocebus pygerythrus,Tanzania,,Helminth,0,0,0,0,1,0
689,Dirofilaria aethiops,Chlorocebus pygerythrus,Africa,,Helminth,0,0,0,0,1,0
2650,Rickettsia conori,Chlorocebus pygerythrus,Kruger,,Bacteria,0,0,0,0,1,0
7664,Trichuris sp.,Chlorocebus pygerythrus,Mahale,0.74,Helminth,0,0,0,1,0,0
1296,Dipetalonema gracile,Chlorocebus pygerythrus,AFRICA,,Helminth,0,0,0,0,1,0
7660,Streptopharagus sp.,Chlorocebus pygerythrus,Mahale,0.04,Helminth,0,0,0,0,0,1
524,Setaria sp.,Chlorocebus pygerythrus,ZIMBABWE,,Helminth,0,0,0,0,1,0
7658,Enterobius sp.,Chlorocebus pygerythrus,Mahale,0,Helminth,1,0,0,1,0,0
1291,Oesophagostomum bifurcum,Chlorocebus pygerythrus,Tanzania,,Helminth,0,0,0,1,0,0
1292,Oesophagostomum bifurcum,Chlorocebus pygerythrus,Ugago,,Helminth,0,0,0,1,0,0
7659,Probstmayria gombensis,Chlorocebus pygerythrus,Mahale,0,Helminth,1,0,0,1,0,0
7657,Chitwoodspirura sp.,Chlorocebus pygerythrus,Mahale,0,Helminth,0,0,0,0,0,1
2652,Polyomavirus Simian agent virus 12,Chlorocebus pygerythrus,SOUTH AFRICA,,Virus,1,0,0,0,0,0
1295,Subulura distans,Chlorocebus pygerythrus,Tanzania,,Helminth,0,0,0,0,0,1
1294,Ternidens deminutus,Chlorocebus pygerythrus,Ugago,,Helminth,0,0,0,0,0,0
7663,Oesophagostomum sp.,Chlorocebus pygerythrus,Mahale,0.08,Helminth,0,0,0,1,0,0
7655,Troglocorys cava,Chlorocebus pygerythrus,Mahale,0,Protozoa,,,,,,
7661,Primasubulura sp.,Chlorocebus pygerythrus,Mahale,0.1,Helminth,1,0,0,0,0,0
8203,Pegivirus simian vervet,Chlorocebus pygerythrus,Free State,0.325,Virus,1,1,,,,
8207,Pegivirus simian vervet,Chlorocebus pygerythrus,Eastern Cape,0.25,Virus,1,1,,,,
8204,Arterivirus Drakensberg Mountain vervet virus,Chlorocebus pygerythrus,Free State,0.275,Virus,,,,,,
8205,Arterivirus Drakensberg Mountain vervet virus,Chlorocebus pygerythrus,Eastern Cape,0,Virus,,,,,,
10241,Nairovirus Crimean-Congo hemorrhagic fever nairovirus,Chlorocebus pygerythrus,SOUTH AFRICA,0,Virus,1,,,0,1,0
179,Entamoeba coli,Chlorocebus sabaeus,Nikolo Koba,0.75,Protozoa,1,0,0,1,0,0
341,Necator sp.,Chlorocebus sabaeus,Nikolo Koba,0.063,Helminth,0,0,0,1,0,0
439,Hepatocystis kochi,Chlorocebus sabaeus,ETHIOPIA,,Protozoa,0,0,0,0,1,0
337,Iodamoeba butschlii,Chlorocebus sabaeus,Nikolo Koba,0.25,Protozoa,1,0,0,1,0,0
1745,Lentivirus Simian immunodeficiency virus,Chlorocebus sabaeus,Fathala Forest,0.47,Virus,1,1,1,0,0,0
5402,Lentivirus Simian immunodeficiency virus,Chlorocebus sabaeus,Fathala Forest,0.64,Virus,1,1,1,0,0,0
5438,Lentivirus Simian immunodeficiency virus,Chlorocebus sabaeus,Fathala Forest,0.95,Virus,1,1,1,0,0,0
5477,Lentivirus Simian immunodeficiency virus,Chlorocebus sabaeus,Fathala Forest,0.82,Virus,1,1,1,0,0,0
5540,Lentivirus Simian immunodeficiency virus,Chlorocebus sabaeus,Fathala Forest,0.22,Virus,1,1,1,0,0,0
340,Strongyloides sp.,Chlorocebus sabaeus,Nikolo Koba,0.688,Helminth,0,0,0,1,0,0
346,Trichuris sp.,Chlorocebus sabaeus,Nikolo Koba,0,Helminth,0,0,0,1,0,0
344,Streptopharagus sp.,Chlorocebus sabaeus,Nikolo Koba,0,Helminth,0,0,0,0,0,1
678,Deltaretrovirus Primate T-lymphotropic virus 1,Chlorocebus sabaeus,Kolda,0.22,Virus,1,1,1,0,0,0
3092,Deltaretrovirus Primate T-lymphotropic virus 1,Chlorocebus sabaeus,Toubaunta,0.38,Virus,1,1,1,0,0,0
5470,Deltaretrovirus Primate T-lymphotropic virus 1,Chlorocebus sabaeus,Kolda,0.33,Virus,1,1,1,0,0,0
5505,Deltaretrovirus Primate T-lymphotropic virus 1,Chlorocebus sabaeus,Toubaunta,0.48,Virus,1,1,1,0,0,0
5533,Deltaretrovirus Primate T-lymphotropic virus 1,Chlorocebus sabaeus,Kolda,0.14,Virus,1,1,1,0,0,0
5565,Deltaretrovirus Primate T-lymphotropic virus 1,Chlorocebus sabaeus,Toubaunta,0.21,Virus,1,1,1,0,0,0
240,Physaloptera sp.,Chlorocebus sabaeus,Nikolo Koba,0.06,Helminth,0,0,0,0,0,1
1968,Lentivirus Simian immunodeficiency virus,Chlorocebus sabaeus,Fathala Forest,0.45,Virus,1,1,1,0,0,0
5409,Lentivirus Simian immunodeficiency virus,Chlorocebus sabaeus,Fathala Forest,0.61,Virus,1,1,1,0,0,0
5445,Lentivirus Simian immunodeficiency virus,Chlorocebus sabaeus,Fathala Forest,0.94,Virus,1,1,1,0,0,0
5487,Lentivirus Simian immunodeficiency virus,Chlorocebus sabaeus,Fathala Forest,0.8,Virus,1,1,1,0,0,0
5550,Lentivirus Simian immunodeficiency virus,Chlorocebus sabaeus,Fathala Forest,0.2,Virus,1,1,1,0,0,0
3599,Entamoeba coli,Colobus angolensis,Lake Nabugabo,0.158,Protozoa,1,0,0,1,0,0
5610,Entamoeba coli,Colobus angolensis,Diani,0.97,Protozoa,1,0,0,1,0,0
5611,Entamoeba coli,Colobus angolensis,Diani,0.98,Protozoa,1,0,0,1,0,0
5612,Entamoeba coli,Colobus angolensis,Diani,1,Protozoa,1,0,0,1,0,0
5613,Entamoeba coli,Colobus angolensis,Diani,0.92,Protozoa,1,0,0,1,0,0
1996,Hepatocystis kochi,Colobus angolensis,DEMOCRATIC REPUBLIC OF CONGO,,Protozoa,0,0,0,0,1,0
3605,Giardia intestinalis,Colobus angolensis,Lake Nabugabo,0,Protozoa,0,0,0,1,0,0
6136,Enterobius vermicularis,Colobus angolensis,Diani,0,Helminth,1,0,0,1,0,0
6137,Enterobius vermicularis,Colobus angolensis,Diani,0.024,Helminth,1,0,0,1,0,0
6138,Enterobius vermicularis,Colobus angolensis,Diani,0,Helminth,1,0,0,1,0,0
6139,Enterobius vermicularis,Colobus angolensis,Diani,0.04,Helminth,1,0,0,1,0,0
6140,Enterobius vermicularis,Colobus angolensis,Diani,0.014,Helminth,1,0,0,1,0,0
3587,Ascaris sp.,Colobus angolensis,Lake Nabugabo,0,Helminth,0,0,0,1,0,0
3602,Entamoeba histolytica,Colobus angolensis,Lake Nabugabo,0.105,Protozoa,1,0,0,1,0,0
6120,Entamoeba histolytica,Colobus angolensis,Diani,0.973,Protozoa,1,0,0,1,0,0
6121,Entamoeba histolytica,Colobus angolensis,Diani,0.906,Protozoa,1,0,0,1,0,0
6122,Entamoeba histolytica,Colobus angolensis,Diani,0.881,Protozoa,1,0,0,1,0,0
6123,Entamoeba histolytica,Colobus angolensis,Diani,0.918,Protozoa,1,0,0,1,0,0
6124,Entamoeba histolytica,Colobus angolensis,Diani,0.84,Protozoa,1,0,0,1,0,0
6130,Entamoeba histolytica,Colobus angolensis,Diani,0.892,Protozoa,1,0,0,1,0,0
3581,Oesophagostomum sp.,Colobus angolensis,Lake Nabugabo,0,Helminth,0,0,0,1,0,0
6131,Strongyloides sp.,Colobus angolensis,Diani,0.094,Helminth,0,0,0,1,0,0
6132,Strongyloides sp.,Colobus angolensis,Diani,0.095,Helminth,0,0,0,1,0,0
6133,Strongyloides sp.,Colobus angolensis,Diani,0.082,Helminth,0,0,0,1,0,0
6134,Strongyloides sp.,Colobus angolensis,Diani,0.12,Helminth,0,0,0,1,0,0
6135,Strongyloides sp.,Colobus angolensis,Diani,0.095,Helminth,0,0,0,1,0,0
3596,Bertiella sp.,Colobus angolensis,Lake Nabugabo,0,Helminth,0,0,0,0,0,1
3590,Trichuris sp.,Colobus angolensis,Lake Nabugabo,1,Helminth,0,0,0,1,0,0
6125,Trichuris sp.,Colobus angolensis,Diani,0.094,Helminth,0,0,0,1,0,0
6126,Trichuris sp.,Colobus angolensis,Diani,0.095,Helminth,0,0,0,1,0,0
6127,Trichuris sp.,Colobus angolensis,Diani,0.102,Helminth,0,0,0,1,0,0
6128,Trichuris sp.,Colobus angolensis,Diani,0.08,Helminth,0,0,0,1,0,0
6129,Trichuris sp.,Colobus angolensis,Diani,0.081,Helminth,0,0,0,1,0,0
3593,Colobenterobius sp.,Colobus angolensis,Lake Nabugabo,0,Helminth,1,0,0,1,0,0
3575,Strongyloides fuelleborni,Colobus angolensis,Lake Nabugabo,0.053,Helminth,0,0,0,1,0,0
3578,Strongyloides stercoralis,Colobus angolensis,Lake Nabugabo,0,Helminth,0,0,0,1,0,0
8484,Deltaretrovirus Primate T-lymphotropic virus 3,Colobus angolensis,DEMOCRATIC REPUBLIC OF CONGO,0.08,Virus,1,1,1,0,0,
8477,Deltaretrovirus Primate T-lymphotropic virus 1,Colobus angolensis,DEMOCRATIC REPUBLIC OF CONGO,0,Virus,1,1,1,0,0,0
8339,Endolimax nana,Colobus guereza,Kibale,,Protozoa,1,0,0,1,0,0
1880,Cyclospora colobi,Colobus guereza,Wollega,0.34,Protozoa,1,0,0,1,0,0
820,Colobenterobius guerezae,Colobus guereza,CONGO,,Helminth,1,0,0,1,0,0
2144,Colobenterobius guerezae,Colobus guereza,ETHIOPIA,,Helminth,1,0,0,1,0,0
3598,Entamoeba coli,Colobus guereza,Kibale,0.078,Protozoa,1,0,0,1,0,0
3991,Entamoeba coli,Colobus guereza,Kibale,0.16,Protozoa,1,0,0,1,0,0
3996,Entamoeba coli,Colobus guereza,Kibale,0.09,Protozoa,1,0,0,1,0,0
6577,Entamoeba coli,Colobus guereza,Kibale,0.06,Protozoa,1,0,0,1,0,0
6585,Entamoeba coli,Colobus guereza,Kibale,0.09,Protozoa,1,0,0,1,0,0
6701,Entamoeba coli,Colobus guereza,Kibale,,Protozoa,1,0,0,1,0,0
7447,Entamoeba coli,Colobus guereza,Kanyawara,,Protozoa,1,0,0,1,0,0
8338,Entamoeba coli,Colobus guereza,Kibale,,Protozoa,1,0,0,1,0,0
8336,Chilomastix mesnili,Colobus guereza,Kibale,,Protozoa,1,0,0,1,0,0
1823,Lentivirus Simian immunodeficiency virus,Colobus guereza,Yaounde,0.28,Virus,1,1,1,0,0,0
4857,Lentivirus Simian immunodeficiency virus,Colobus guereza,Yaounde,0.214,Virus,1,1,1,0,0,0
5009,Lentivirus Simian immunodeficiency virus,Colobus guereza,Yaounde,0.367,Virus,1,1,1,0,0,0
5259,Lentivirus Simian immunodeficiency virus,Colobus guereza,Yaounde,0,Virus,1,1,1,0,0,0
6578,Entamoeba sp.,Colobus guereza,Kibale,0.05,Protozoa,0,0,0,0,0,0
6586,Entamoeba sp.,Colobus guereza,Kibale,0.09,Protozoa,0,0,0,0,0,0
6700,Entamoeba sp.,Colobus guereza,Kibale,,Protozoa,0,0,0,0,0,0
7448,Entamoeba sp.,Colobus guereza,Kanyawara,,Protozoa,0,0,0,0,0,0
8343,Entamoeba sp.,Colobus guereza,Kibale,,Protozoa,0,0,0,0,0,0
3604,Giardia intestinalis,Colobus guereza,Kibale,0,Protozoa,0,0,0,1,0,0
8346,Giardia intestinalis,Colobus guereza,Kibale,0,Protozoa,0,0,0,1,0,0
8345,Isospora sp.,Colobus guereza,Kibale,0,Protozoa,0,0,0,0,0,0
8337,Dientamoeba fragilis,Colobus guereza,Kibale,,Protozoa,1,0,0,1,0,0
8028,Plasmodium sp.,Colobus guereza,Kibale,0,Protozoa,0,0,0,0,1,0
768,Lentivirus Simian immunodeficiency virus,Colobus guereza,CAMEROON,0.33,Virus,1,1,1,0,0,0
6710,Cryptosporidium sp.,Colobus guereza,Kibale,0,Protozoa,1,,,1,,
3002,Taenia saginata,Colobus guereza,KENYA,0,Helminth,0,0,0,0,0,1
3693,Strongyloides fuelleborni,Colobus guereza,Crater Lake Nkuruba,0.007,Helminth,0,0,0,1,0,0
3989,Strongyloides fuelleborni,Colobus guereza,Kibale,0.04,Helminth,0,0,0,1,0,0
3994,Strongyloides fuelleborni,Colobus guereza,Kibale,0.03,Helminth,0,0,0,1,0,0
6580,Strongyloides fuelleborni,Colobus guereza,Kibale,0.07,Helminth,0,0,0,1,0,0
6588,Strongyloides fuelleborni,Colobus guereza,Kibale,0.03,Helminth,0,0,0,1,0,0
6711,Giardia sp.,Colobus guereza,Kibale,0,Protozoa,0,0,0,1,0,0
1047,Orthobunyavirus Bunyamwera orthobunyavirus,Colobus guereza,Semliki,0.5,Virus,0,0,0,0,1,0
6703,Strongyloides fuelleborni,Colobus guereza,Kibale,,Helminth,0,0,0,1,0,0
8192,Trichuris trichiura,Colobus guereza,Kibale,,Helminth,0,0,0,1,0,0
10629,Trichuris trichiura,Colobus guereza,Kibale,,Helminth,0,0,0,1,0,0
9816,Oesophagostomum stephanostomum,Colobus guereza,Sebitoli,,Helminth,0,0,0,1,0,0
8340,Iodamoeba butschlii,Colobus guereza,Kibale,,Protozoa,1,0,0,1,0,0
3586,Ascaris sp.,Colobus guereza,Kibale,0.013,Helminth,0,0,0,1,0,0
6576,Ascaris sp.,Colobus guereza,Kibale,0.06,Helminth,0,0,0,1,0,0
6584,Ascaris sp.,Colobus guereza,Kibale,0,Helminth,0,0,0,1,0,0
1043,Alphavirus Semliki forest virus,Colobus guereza,Semliki,0.281,Virus,0,0,0,0,1,0
3601,Entamoeba histolytica,Colobus guereza,Kibale,0.076,Protozoa,1,0,0,1,0,0
3997,Entamoeba histolytica,Colobus guereza,Kibale,0.09,Protozoa,1,0,0,1,0,0
4001,Entamoeba histolytica,Colobus guereza,Kibale,0.16,Protozoa,1,0,0,1,0,0
7816,Deltaretrovirus Primate T-lymphotropic virus 1,Colobus guereza,CAMEROON,0,Virus,1,1,1,0,0,0
3580,Oesophagostomum sp.,Colobus guereza,Kibale,0.061,Helminth,0,0,0,1,0,0
3988,Oesophagostomum sp.,Colobus guereza,Kibale,0.09,Helminth,0,0,0,1,0,0
3993,Oesophagostomum sp.,Colobus guereza,Kibale,0.09,Helminth,0,0,0,1,0,0
6579,Oesophagostomum sp.,Colobus guereza,Kibale,0.04,Helminth,0,0,0,1,0,0
6587,Oesophagostomum sp.,Colobus guereza,Kibale,0.09,Helminth,0,0,0,1,0,0
6702,Oesophagostomum sp.,Colobus guereza,Kibale,,Helminth,0,0,0,1,0,0
7027,Oesophagostomum sp.,Colobus guereza,Kanyawara,,Helminth,0,0,0,1,0,0
7449,Oesophagostomum sp.,Colobus guereza,Kanyawara,0,Helminth,0,0,0,1,0,0
9846,Oesophagostomum sp.,Colobus guereza,Sebitoli,,Helminth,0,0,0,1,0,0
8341,Entamoeba hartmanni,Colobus guereza,Kibale,,Protozoa,1,0,0,1,0,0
8348,Trichomonas intestinalis,Colobus guereza,Kibale,0,Protozoa,1,0,0,0,0,0
7598,Strongyloides sp.,Colobus guereza,Kibale,0.02,Helminth,0,0,0,1,0,0
7599,Strongyloides sp.,Colobus guereza,Kibale,0.02,Helminth,0,0,0,1,0,0
7600,Strongyloides sp.,Colobus guereza,Kibale,0.08,Helminth,0,0,0,1,0,0
7601,Strongyloides sp.,Colobus guereza,Kibale,0.03,Helminth,0,0,0,1,0,0
7867,Hepatocystis sp.,Colobus guereza,Kibale,0.222,Protozoa,0,0,0,0,1,0
10729,Hepatocystis sp.,Colobus guereza,Kibale,0.222,Protozoa,0,0,0,0,1,0
10256,Deltaretrovirus Primate T-lymphotropic virus 1,Colobus guereza,CAMEROON,0,Virus,1,1,1,0,0,0
1966,Schistosoma mansoni,Colobus guereza,Omo,0,Helminth,0,0,0,0,0,1
3001,Mesocestoides sp.,Colobus guereza,KENYA,0,Helminth,0,0,0,0,0,1
3595,Bertiella sp.,Colobus guereza,Kibale,0.002,Helminth,0,0,0,0,0,1
2145,Colobenterobius paraguerezae,Colobus guereza,ETHIOPIA,,Helminth,1,0,0,1,0,0
3293,Trichuris sp.,Colobus guereza,Crater Lake Nkuruba,,Helminth,0,0,0,1,0,0
3589,Trichuris sp.,Colobus guereza,Kibale,0.79,Helminth,0,0,0,1,0,0
3987,Trichuris sp.,Colobus guereza,Kibale,0.79,Helminth,0,0,0,1,0,0
3992,Trichuris sp.,Colobus guereza,Kibale,0.84,Helminth,0,0,0,1,0,0
6581,Trichuris sp.,Colobus guereza,Kibale,0.9,Helminth,0,0,0,1,0,0
6582,Trichuris sp.,Colobus guereza,Kibale,0.84,Helminth,0,0,0,1,0,0
6704,Trichuris sp.,Colobus guereza,Kibale,,Helminth,0,0,0,1,0,0
7026,Trichuris sp.,Colobus guereza,Kanyawara,,Helminth,0,0,0,1,0,0
7028,Trichuris sp.,Colobus guereza,Mainaro,,Helminth,0,0,0,1,0,0
7602,Trichuris sp.,Colobus guereza,Kibale,0.29,Helminth,0,0,0,1,0,0
7603,Trichuris sp.,Colobus guereza,Kibale,0.23,Helminth,0,0,0,1,0,0
7604,Trichuris sp.,Colobus guereza,Kibale,0.23,Helminth,0,0,0,1,0,0
7605,Trichuris sp.,Colobus guereza,Kibale,0.29,Helminth,0,0,0,1,0,0
1045,Orthobunyavirus Bwamba orthobunyavirus,Colobus guereza,Bwindi,0,Virus,0,0,0,0,1,0
8215,Oesophagostomum sp.,Colobus guereza,Kibale,0.568,Helminth,0,0,0,1,0,0
10621,Oesophagostomum sp.,Colobus guereza,Kibale,0.216,Helminth,0,0,0,1,0,0
3097,Deltaretrovirus Primate T-lymphotropic virus 1,Colobus guereza,CENTRAL AFRICAN REPUBLIC,0,Virus,1,1,1,0,0,0
9818,Oesophagostomum bifurcum,Colobus guereza,Sebitoli,0.2,Helminth,0,0,0,1,0,0
3592,Colobenterobius sp.,Colobus guereza,Kibale,0.006,Helminth,1,0,0,1,0,0
3574,Strongyloides fuelleborni,Colobus guereza,Kibale,0.042,Helminth,0,0,0,1,0,0
3577,Strongyloides stercoralis,Colobus guereza,Kibale,0,Helminth,0,0,0,1,0,0
